證券代碼,簡稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％
2382   ,廣達         ,19990108,  401.00,  401.00,  401.00,  401.00,        1,         401,   6.9333
2382   ,廣達         ,19990111,  429.00,  429.00,  429.00,  429.00,        1,         429,   6.9825
2382   ,廣達         ,19990112,  459.00,  459.00,  459.00,  459.00,        1,         459,   6.9930
2382   ,廣達         ,19990113,  491.00,  491.00,  491.00,  491.00,        1,         491,   6.9717
2382   ,廣達         ,19990114,  525.00,  525.00,  525.00,  525.00,      498,      261450,   6.9246
2382   ,廣達         ,19990115,  561.00,  561.00,  561.00,  561.00,     4006,     2247366,   6.8571
2382   ,廣達         ,19990116,  600.00,  600.00,  589.00,  600.00,     5794,     3468173,   6.9519
2382   ,廣達         ,19990118,  620.00,  638.00,  605.00,  621.00,     2912,     1822077,   3.5000
2382   ,廣達         ,19990119,  616.00,  621.00,  595.00,  599.00,     2178,     1322973,  -3.5427
2382   ,廣達         ,19990120,  595.00,  599.00,  587.00,  587.00,     1787,     1056263,  -2.0033
2382   ,廣達         ,19990121,  584.00,  628.00,  584.00,  608.00,     3121,     1910999,   3.5775
2382   ,廣達         ,19990122,  595.00,  610.00,  590.00,  607.00,     1446,      867294,  -0.1645
2382   ,廣達         ,19990125,  599.00,  600.00,  585.00,  588.00,     1603,      946077,  -3.1301
2382   ,廣達         ,19990126,  595.00,  595.00,  580.00,  585.00,      981,      573689,  -0.5102
2382   ,廣達         ,19990127,  590.00,  599.00,  586.00,  587.00,      952,      563557,   0.3419
2382   ,廣達         ,19990128,  587.00,  595.00,  587.00,  592.00,      607,      358632,   0.8518
2382   ,廣達         ,19990129,  598.00,  598.00,  585.00,  585.00,      789,      465219,  -1.1824
2382   ,廣達         ,19990130,  585.00,  590.00,  585.00,  586.00,      525,      308576,   0.1709
2382   ,廣達         ,19990201,  585.00,  585.00,  550.00,  557.00,     1502,      846910,  -4.9488
2382   ,廣達         ,19990202,  550.00,  555.00,  530.00,  533.00,     1356,      736003,  -4.3088
2382   ,廣達         ,19990203,  516.00,  564.00,  516.00,  554.00,     1234,      651933,   3.9400
2382   ,廣達         ,19990204,  546.00,  547.00,  528.00,  528.00,     1272,      681402,  -4.6931
2382   ,廣達         ,19990205,  525.00,  548.00,  525.00,  541.00,      990,      535454,   2.4621
2382   ,廣達         ,19990206,  543.00,  560.00,  543.00,  558.00,      893,      494976,   3.1423
2382   ,廣達         ,19990208,  565.00,  567.00,  551.00,  558.00,      732,      408797,   0.0000
2382   ,廣達         ,19990209,  548.00,  554.00,  545.00,  546.00,      490,      268599,  -2.1505
2382   ,廣達         ,19990210,  540.00,  547.00,  538.00,  547.00,      580,      314912,   0.1832
2382   ,廣達         ,19990220,  565.00,  565.00,  547.00,  548.00,      592,      327335,   0.1828
2382   ,廣達         ,19990222,  548.00,  557.00,  541.00,  552.00,      646,      353900,   0.7299
2382   ,廣達         ,19990223,  552.00,  554.00,  526.00,  526.00,     1064,      571754,  -4.7101
2382   ,廣達         ,19990224,  526.00,  529.00,  520.00,  525.00,     1044,      548634,  -0.1901
2382   ,廣達         ,19990225,  526.00,  533.00,  519.00,  519.00,     1337,      699491,  -1.1429
2382   ,廣達         ,19990226,  517.00,  517.00,  512.00,  514.00,     1108,      570128,  -0.9634
2382   ,廣達         ,19990301,  516.00,  518.00,  514.00,  517.00,      555,      286816,   0.5837
2382   ,廣達         ,19990302,  511.00,  517.00,  510.00,  513.00,      681,      348815,  -0.7737
2382   ,廣達         ,19990303,  520.00,  548.00,  520.00,  548.00,     1533,      835267,   6.8226
2382   ,廣達         ,19990304,  565.00,  574.00,  553.00,  561.00,     2627,     1488724,   2.3723
2382   ,廣達         ,19990305,  571.00,  571.00,  543.00,  550.00,     1683,      941373,  -1.9608
2382   ,廣達         ,19990306,  550.00,  559.00,  545.00,  545.00,      613,      337151,  -0.9091
2382   ,廣達         ,19990308,  545.00,  548.00,  540.00,  543.00,      448,      243353,  -0.3670
2382   ,廣達         ,19990309,  543.00,  555.00,  543.00,  551.00,      863,      473736,   1.4733
2382   ,廣達         ,19990310,  554.00,  554.00,  544.00,  545.00,      485,      265852,  -1.0889
2382   ,廣達         ,19990311,  547.00,  551.00,  543.00,  543.00,      455,      248447,  -0.3670
2382   ,廣達         ,19990312,  545.00,  545.00,  538.00,  543.00,      480,      259947,   0.0000
2382   ,廣達         ,19990315,  546.00,  552.00,  543.00,  548.00,      751,      411248,   0.9208
2382   ,廣達         ,19990316,  553.00,  555.00,  548.00,  550.00,      740,      409026,   0.3650
2382   ,廣達         ,19990317,  555.00,  555.00,  548.00,  548.00,      618,      340677,  -0.3636
2382   ,廣達         ,19990318,  548.00,  565.00,  548.00,  565.00,     1860,     1042556,   3.1022
2382   ,廣達         ,19990319,  574.00,  585.00,  566.00,  580.00,     2558,     1475818,   2.6549
2382   ,廣達         ,19990320,  578.00,  578.00,  565.00,  567.00,     1093,      623499,  -2.2414
2382   ,廣達         ,19990322,  567.00,  574.00,  567.00,  571.00,      687,      392775,   0.7055
2382   ,廣達         ,19990323,  577.00,  580.00,  572.00,  573.00,      970,      559620,   0.3503
2382   ,廣達         ,19990324,  569.00,  573.00,  568.00,  572.00,      652,      371998,  -0.1745
2382   ,廣達         ,19990325,  575.00,  576.00,  572.00,  572.00,      566,      325298,   0.0000
2382   ,廣達         ,19990326,  574.00,  575.00,  570.00,  570.00,      453,      258777,  -0.3497
2382   ,廣達         ,19990329,  571.00,  572.00,  560.00,  560.00,      544,      308566,  -1.7544
2382   ,廣達         ,19990330,  561.00,  568.00,  560.00,  562.00,      490,      275918,   0.3571
2382   ,廣達         ,19990331,  564.00,  564.00,  557.00,  560.00,      481,      269604,  -0.3559
2382   ,廣達         ,19990401,  560.00,  566.00,  559.00,  562.00,      321,      180353,   0.3571
2382   ,廣達         ,19990402,  564.00,  573.00,  564.00,  569.00,      552,      313836,   1.2456
2382   ,廣達         ,19990403,  571.00,  574.00,  569.00,  573.00,      795,      454166,   0.7030
2382   ,廣達         ,19990406,  575.00,  575.00,  568.00,  568.00,      274,      156314,  -0.8726
2382   ,廣達         ,19990407,  569.00,  570.00,  563.00,  566.00,      304,      171808,  -0.3521
2382   ,廣達         ,19990408,  567.00,  572.00,  567.00,  571.00,      600,      342869,   0.8834
2382   ,廣達         ,19990409,  573.00,  573.00,  566.00,  570.00,     1045,      594066,  -0.1751
2382   ,廣達         ,19990412,  570.00,  580.00,  567.00,  578.00,     1368,      787434,   1.4035
2382   ,廣達         ,19990413,  582.00,  610.00,  580.00,  602.00,     2307,     1374991,   4.1522
2382   ,廣達         ,19990414,  602.00,  609.00,  600.00,  600.00,     1773,     1071818,  -0.3322
2382   ,廣達         ,19990415,  600.00,  602.00,  591.00,  598.00,      949,      567152,  -0.3333
2382   ,廣達         ,19990416,  600.00,  602.00,  591.00,  593.00,      789,      470200,  -0.8361
2382   ,廣達         ,19990417,  593.00,  598.00,  590.00,  597.00,      698,      415734,   0.6745
2382   ,廣達         ,19990419,  599.00,  605.00,  599.00,  602.00,      870,      523160,   0.8375
2382   ,廣達         ,19990420,  600.00,  600.00,  591.00,  595.00,      528,      315257,  -1.1628
2382   ,廣達         ,19990421,  596.00,  596.00,  574.00,  577.00,     2092,     1218004,  -3.0252
2382   ,廣達         ,19990422,  578.00,  584.00,  577.00,  579.00,      639,      370648,   0.3466
2382   ,廣達         ,19990423,  585.00,  592.00,  584.00,  587.00,      703,      414219,   1.3817
2382   ,廣達         ,19990426,  590.00,  602.00,  585.00,  601.00,      757,      450807,   2.3850
2382   ,廣達         ,19990427,  609.00,  609.00,  591.00,  595.00,      749,      448621,  -0.9983
2382   ,廣達         ,19990428,  596.00,  600.00,  590.00,  597.00,      668,      398729,   0.3361
2382   ,廣達         ,19990429,  588.00,  590.00,  580.00,  581.00,     1070,      625919,  -2.6801
2382   ,廣達         ,19990430,  575.00,  590.00,  575.00,  588.00,      678,      396069,   1.2048
2382   ,廣達         ,19990503,  593.00,  593.00,  588.00,  591.00,      711,      420350,   0.5102
2382   ,廣達         ,19990504,  593.00,  593.00,  586.00,  588.00,      575,      338338,  -0.5076
2382   ,廣達         ,19990505,  588.00,  590.00,  582.00,  583.00,      930,      545524,  -0.8503
2382   ,廣達         ,19990506,  589.00,  595.00,  585.00,  590.00,     1124,      662573,   1.2007
2382   ,廣達         ,19990507,  588.00,  590.00,  582.00,  586.00,      685,      401299,  -0.6780
2382   ,廣達         ,19990510,  588.00,  590.00,  585.00,  588.00,      404,      237218,   0.3413
2382   ,廣達         ,19990511,  588.00,  589.00,  585.00,  585.00,      425,      249470,  -0.5102
2382   ,廣達         ,19990512,  587.00,  587.00,  580.00,  580.00,      488,      284121,  -0.8547
2382   ,廣達         ,19990513,  578.00,  582.00,  578.00,  578.00,      323,      187000,  -0.3448
2382   ,廣達         ,19990514,  578.00,  582.00,  578.00,  578.00,      304,      176338,   0.0000
2382   ,廣達         ,19990515,  579.00,  588.00,  579.00,  582.00,      415,      242433,   0.6920
2382   ,廣達         ,19990517,  586.00,  592.00,  585.00,  585.00,      535,      314743,   0.5155
2382   ,廣達         ,19990518,  598.00,  600.00,  590.00,  600.00,     1479,      882343,   2.5641
2382   ,廣達         ,19990519,  605.00,  615.00,  605.00,  612.00,     2420,     1480064,   2.0000
2382   ,廣達         ,19990520,  615.00,  616.00,  600.00,  601.00,     1305,      791720,  -1.7974
2382   ,廣達         ,19990521,  601.00,  605.00,  601.00,  605.00,      600,      362208,   0.6656
2382   ,廣達         ,19990524,  613.00,  615.00,  608.00,  613.00,     1060,      649461,   1.3223
2382   ,廣達         ,19990525,  612.00,  615.00,  608.00,  611.00,     1196,      731391,  -0.3263
2382   ,廣達         ,19990526,  610.00,  612.00,  603.00,  607.00,      860,      522579,  -0.6547
2382   ,廣達         ,19990527,  614.00,  615.00,  610.00,  614.00,      939,      575933,   1.1532
2382   ,廣達         ,19990528,  614.00,  614.00,  611.00,  613.00,      563,      345141,  -0.1629
2382   ,廣達         ,19990529,  615.00,  638.00,  615.00,  638.00,     2984,     1874927,   4.0783
2382   ,廣達         ,19990531,  654.00,  682.00,  640.00,  682.00,     3680,     2432998,   6.8966
2382   ,廣達         ,19990601,  690.00,  690.00,  658.00,  675.00,     1878,     1268585,  -1.0264
2382   ,廣達         ,19990602,  665.00,  680.00,  665.00,  675.00,     1113,      748964,   0.0000
2382   ,廣達         ,19990603,  684.00,  684.00,  675.00,  681.00,     1197,      813204,   0.8889
2382   ,廣達         ,19990604,  681.00,  681.00,  675.00,  677.00,      847,      573922,  -0.5874
2382   ,廣達         ,19990605,  678.00,  689.00,  678.00,  685.00,      936,      641210,   1.1817
2382   ,廣達         ,19990607,  690.00,  710.00,  690.00,  710.00,     1816,     1276751,   3.6496
2382   ,廣達         ,19990608,  732.00,  759.00,  732.00,  759.00,     2283,     1704639,   6.9014
2382   ,廣達         ,19990609,  779.00,  812.00,  765.00,  811.00,     3591,     2856399,   6.8511
2382   ,廣達         ,19990610,  850.00,  850.00,  828.00,  828.00,     3106,     2599434,   2.0962
2382   ,廣達         ,19990611,  820.00,  820.00,  773.00,  773.00,     5176,     4087486,  -6.6425
2382   ,廣達         ,19990614,  305.00,  305.00,  305.00,  305.00,     2053,      626165,   5.8991
2382   ,廣達         ,19990615,  326.00,  326.00,  326.00,  326.00,     3061,      997900,   6.8852
2382   ,廣達         ,19990616,  348.00,  348.00,  335.00,  348.00,    12705,     4403661,   6.7485
2382   ,廣達         ,19990617,  371.00,  372.00,  366.00,  372.00,     6026,     2237458,   6.8966
2382   ,廣達         ,19990621,  397.00,  398.00,  386.00,  398.00,     5039,     1984188,   6.9892
2382   ,廣達         ,19990622,  415.00,  425.00,  411.00,  425.00,     4826,     2027506,   6.7839
2382   ,廣達         ,19990623,  435.00,  435.00,  396.00,  399.00,     5132,     2090473,  -6.1176
2382   ,廣達         ,19990624,  385.00,  399.00,  378.00,  392.00,     4165,     1616463,  -1.7544
2382   ,廣達         ,19990625,  378.00,  381.00,  370.00,  372.00,     3862,     1450839,  -5.1020
2382   ,廣達         ,19990628,  372.00,  383.00,  372.00,  379.00,     1703,      643661,   1.8817
2382   ,廣達         ,19990629,  390.00,  395.00,  384.00,  392.00,     1932,      756803,   3.4301
2382   ,廣達         ,19990630,  400.00,  400.00,  385.00,  387.00,     2067,      807432,  -1.2755
2382   ,廣達         ,19990702,  390.00,  395.00,  388.00,  389.00,     1768,      691986,   0.5168
2382   ,廣達         ,19990703,  398.00,  398.00,  387.00,  395.00,     2566,     1005847,   1.5424
2382   ,廣達         ,19990705,  399.00,  399.00,  387.00,  392.00,     1162,      456755,  -0.7595
2382   ,廣達         ,19990706,  393.00,  394.00,  385.00,  385.00,     1118,      434589,  -1.7857
2382   ,廣達         ,19990707,  376.00,  390.00,  376.00,  390.00,     1066,      407095,   1.2987
2382   ,廣達         ,19990708,  392.00,  395.00,  387.00,  395.00,     1590,      622697,   1.2821
2382   ,廣達         ,19990709,  395.00,  397.00,  390.00,  390.00,     1800,      708663,  -1.2658
2382   ,廣達         ,19990712,  390.00,  395.00,  387.00,  388.00,      953,      371992,  -0.5128
2382   ,廣達         ,19990713,  385.00,  386.00,  376.00,  377.00,     1768,      672014,  -2.8351
2382   ,廣達         ,19990714,  377.00,  390.00,  360.00,  368.00,     3574,     1336578,  -2.3873
2382   ,廣達         ,19990715,  368.00,  373.00,  350.00,  364.00,     2133,      775791,  -1.0870
2382   ,廣達         ,19990716,  366.00,  374.00,  339.00,  340.00,     2905,     1035022,  -6.5934
2382   ,廣達         ,19990717,  323.00,  361.00,  323.00,  361.00,     2630,      900831,   6.1765
2382   ,廣達         ,19990719,  361.00,  368.00,  346.00,  361.00,     2050,      735852,   0.0000
2382   ,廣達         ,19990720,  366.00,  382.00,  364.00,  379.00,     2474,      930672,   4.9861
2382   ,廣達         ,19990721,  370.00,  380.00,  367.00,  375.00,     1777,      665623,  -1.0554
2382   ,廣達         ,19990722,  374.00,  375.00,  370.00,  371.00,     1069,      397015,  -1.0667
2382   ,廣達         ,19990723,  365.00,  371.00,  364.00,  364.00,     1080,      396594,  -1.8469
2382   ,廣達         ,19990726,  359.00,  362.00,  350.00,  350.00,     1250,      444417,  -3.8462
2382   ,廣達         ,19990727,  342.00,  344.00,  331.00,  339.00,     1243,      420880,  -3.1429
2382   ,廣達         ,19990728,  339.00,  350.00,  339.00,  341.00,     1218,      417998,   0.5900
